-205000000.0 -74.384
-204900000.0 -72.926
-204800000.0 -70.507
-204700000.0 -67.19
-204600000.0 -63.538
-204500000.0 -59.559
-204400000.0 -55.546
-204300000.0 -51.438
-204200000.0 -47.317
-204100000.0 -43.137
-204000000.0 -38.957
-203900000.0 -35.576
-203800000.0 -32.336
-203700000.0 -29.097
-203600000.0 -26.29
-203500000.0 -23.73
-203400000.0 -21.208
-203300000.0 -18.86
-203200000.0 -17.07
-203100000.0 -16.024
-203000000.0 -15.264
-202900000.0 -14.681
-202800000.0 -14.792
-202700000.0 -14.838
-202600000.0 -15.323
-202500000.0 -16.478
-202400000.0 -18.644
-202300000.0 -22.94
-202200000.0 -28.03
-202100000.0 -40.701
-202000000.0 -71.143
-201900000.0 -76.912
-201800000.0 -65.417
-201700000.0 -36.386
-201600000.0 -23.85
-201500000.0 -31.152
-201400000.0 -55.883
-201300000.0 -57.468
-201200000.0 -50.459
-201100000.0 -38.946
-201000000.0 -30.651
-200900000.0 -28.499
-200800000.0 -28.328
-200700000.0 -31.335
-200600000.0 -41.025
-200500000.0 -59.716
-200400000.0 -63.668
-200300000.0 -59.097
-200200000.0 -48.461
-200100000.0 -38.415
-200000000.0 -33.174
-199900000.0 -35.933
-199800000.0 -70.081
-199700000.0 -79.615
-199600000.0 -76.93
-199500000.0 -67.631
-199400000.0 -53.917
-199300000.0 -44.141
-199200000.0 -39.354
-199100000.0 -36.644
-199000000.0 -35.886
-198900000.0 -35.964
-198800000.0 -36.255
-198700000.0 -38.184
-198600000.0 -40.88
-198500000.0 -44.672
-198400000.0 -50.046
-198300000.0 -57.063
-198200000.0 -65.262
-198100000.0 -74.247
-198000000.0 -80.186
-197900000.0 -80.339
-197800000.0 -72.578
-197700000.0 -54.076
-197600000.0 -38.026
-197500000.0 -35.765
-197400000.0 -45.481
-197300000.0 -69.678
-197200000.0 -84.268
-197100000.0 -87.044
-197000000.0 -83.113
-196900000.0 -76.252
-196800000.0 -68.463
-196700000.0 -58.883
-196600000.0 -49.219
-196500000.0 -39.398
-196400000.0 -31.027
-196300000.0 -24.09
-196200000.0 -21.379
-196100000.0 -28.289
-196000000.0 -46.204
-195900000.0 -66.168
-195800000.0 -75.068
-195700000.0 -74.905
-195600000.0 -71.216
-195500000.0 -65.262
-195400000.0 -58.072
-195300000.0 -50.325
-195200000.0 -42.579
-195100000.0 -34.832
-195000000.0 -26.947
-194900000.0 -19.002
-194800000.0 -12.487
-194700000.0 -6.062
-194600000.0 -0.553
-194500000.0 3.746
-194400000.0 5.654
-194300000.0 5.758
-194200000.0 3.85
-194100000.0 -0.433
-194000000.0 -6.453
-193900000.0 -13.989
-193800000.0 -24.599
-193700000.0 -38.191
-193600000.0 -49.378
-193500000.0 -57.903
-193400000.0 -62.54
-193300000.0 -62.589
-193200000.0 -58.775
-193100000.0 -50.719
-193000000.0 -39.793
-192900000.0 -26.313
-192800000.0 -9.852
-192700000.0 3.702
-192600000.0 15.098
-192500000.0 22.072
-192400000.0 24.025
-192300000.0 18.562
-192200000.0 -0.57
-192100000.0 -40.607
-192000000.0 -69.91
-191900000.0 -74.229
-191800000.0 -66.258
-191700000.0 -38.523
-191600000.0 -0.469
-191500000.0 19.053
-191400000.0 22.52
-191300000.0 18.42
-191200000.0 6.669
-191100000.0 -18.76
-191000000.0 -37.07
-190900000.0 -40.522
-190800000.0 -33.473
-190700000.0 -19.537
-190600000.0 -3.809
-190500000.0 8.765
-190400000.0 16.48
-190300000.0 19.772
-190200000.0 17.636
-190100000.0 1.863
-190000000.0 -36.856
-189900000.0 -64.188
-189800000.0 -67.476
-189700000.0 -60.406
-189600000.0 -40.693
-189500000.0 0.56
-189400000.0 21.291
-189300000.0 29.143
-189200000.0 29.616
-189100000.0 15.165
-189000000.0 -32.194
-188900000.0 -31.109
-188800000.0 2.165
-188700000.0 39.114
-188600000.0 14.359
-188500000.0 36.339
-188400000.0 39.61
-188300000.0 24.36
-188200000.0 4.979
-188100000.0 -4.563
-188000000.0 -2.94
-187900000.0 8.999
-187800000.0 21.317
-187700000.0 31.079
-187600000.0 35.044
-187500000.0 36.198
-187400000.0 34.597
-187300000.0 29.643
-187200000.0 18.617
-187100000.0 4.773
-187000000.0 -5.365
-186900000.0 -7.491
-186800000.0 -3.831
-186700000.0 4.731
